Bank Code,Bank,Branch Code,Branch Name,Status,Effective Date
49,Spire Bank Ltd,5,Chester ,Open,2001-01-01
49,Spire Bank Ltd,9,Eldoret ,Open,2001-01-01
49,Spire Bank Ltd,13,Industrial Area ,Open,2001-01-01
49,Spire Bank Ltd,8,Kakamega ,Open,2001-01-01
49,Spire Bank Ltd,12,Kisumu ,Open,2001-01-01
49,Spire Bank Ltd,17,Machakos,Open,2016-04-25
49,Spire Bank Ltd,2,Mombasa ,Open,2001-01-01
49,Spire Bank Ltd,4,Mombasa Road ,Open,2001-01-01
49,Spire Bank Ltd,0,Nairobi ,Open,2001-01-01
49,Spire Bank Ltd,15,Nakuru,Open,2012-04-04
49,Spire Bank Ltd,11,Nyali ,Open,2001-01-01
49,Spire Bank Ltd,1,Nyerere ,Open,2001-01-01
49,Spire Bank Ltd,16,Ongata Rongai,Open,2014-12-11
49,Spire Bank Ltd,10,Senator Cards,Open,2001-01-01
49,Spire Bank Ltd,3,Upper Hill,Open,2001-01-01
49,Spire Bank Ltd,7,Waiyaki Way ,Open,2001-01-01
50,Paramount Universal Bank Limited,6,Eldoret,Open,2013-11-01
50,Paramount Universal Bank Limited,0,Head Office ,Open,2001-01-01
50,Paramount Universal Bank Limited,7,Industrial Area,Open,2014-09-25
50,Paramount Universal Bank Limited,8,Kisumu,Open,2016-08-30
50,Paramount Universal Bank Limited,3,Koinange Street ,Open,2001-01-01
50,Paramount Universal Bank Limited,4,Mombasa ,Open,2001-01-01
50,Paramount Universal Bank Limited,2,Parklands ,Open,2001-01-01
50,Paramount Universal Bank Limited,1,Westlands ,Open,2001-01-01
51,Jamii Bora Bank,307,Banana,Open,2013-04-23
51,Jamii Bora Bank,111,Central Clearing Center,Open,2015-06-25
51,Jamii Bora Bank,102,Eastleigh,Open,2012-10-16
51,Jamii Bora Bank,114,Funzi Road,Open,2012-10-16
51,Jamii Bora Bank,0,Head Office ,Open,2001-01-01
51,Jamii Bora Bank,107,Kariobangi,Open,2012-10-16
51,Jamii Bora Bank,105,Kawangware,Open,2012-10-16
51,Jamii Bora Bank,101,Kayole,Open,2012-11-06
51,Jamii Bora Bank,308,Kiambu,Open,2015-08-24
51,Jamii Bora Bank,106,Kibera,Open,2012-11-06
51,Jamii Bora Bank,306,Kikuyu,Open,2012-10-16
51,Jamii Bora Bank,100,Kiongozi,Open,2012-11-26
51,Jamii Bora Bank,116,Kirinyaga Road,Open,2013-10-03
51,Jamii Bora Bank,213,Kiritiri,Open,2013-10-03
51,Jamii Bora Bank,409,Kisii,Open,2015-10-05
51,Jamii Bora Bank,402,Kisumu,Open,2012-10-16
51,Jamii Bora Bank,503,Kitengela,Open,2014-11-01
51,Jamii Bora Bank,1,Koinange Street,Open,2001-01-01
51,Jamii Bora Bank,209,Machakos,Open,2014-01-02
51,Jamii Bora Bank,603,Mombasa,Open,2012-10-16
51,Jamii Bora Bank,210,Mtwapa,Open,2013-07-11
51,Jamii Bora Bank,303,Muranga ,Open,2013-07-17
51,Jamii Bora Bank,507,Nakuru,Open,2013-10-03
51,Jamii Bora Bank,115,Ngong Road,Open,2014-01-02
51,Jamii Bora Bank,316,Nyeri,Open,2015-04-27
51,Jamii Bora Bank,502,Ongata Rongai,Open,2012-10-16
51,Jamii Bora Bank,318,SACCO Clearing Centre,Open,2016-07-01
51,Jamii Bora Bank,301,Thika,Open,2012-10-16
51,Jamii Bora Bank,310,Utawala,Open,2014-05-26
51,Jamii Bora Bank,305,Wangige,Open,2015-08-24
53,Guaranty Trust Bank ( Kenya) Ltd.,7,Eldoret ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,11,Gikomba ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,0,Head Office,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,2,Ind Area ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,16,Karen,Open,2015-03-16
53,Guaranty Trust Bank ( Kenya) Ltd.,1,Kimathi Street,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,4,Lavington ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,13,Meru ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,8,Muthaiga ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,6,Nakuru ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,9,Nanyuki ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,12,Ngong Road ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,5,Nkrumah Road - Mombasa ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,14,Nyali,Open,2013-03-26
53,Guaranty Trust Bank ( Kenya) Ltd.,15,Sky Park,Open,2014-08-07
53,Guaranty Trust Bank ( Kenya) Ltd.,10,Thika ,Open,2001-01-01
53,Guaranty Trust Bank ( Kenya) Ltd.,3,Westlands ,Open,2001-01-01
54,Victoria Commercial Bank Limited,3,Lunga Lunga Square,Open,2014-11-24
54,Victoria Commercial Bank Limited,2,Riverside Drive,Open,2001-01-01
54,Victoria Commercial Bank Limited,1,Victoria Towers- Upperhill,Open,2001-01-01
55,Guardian Bank Limited,4,Eldoret ,Open,2001-01-01
55,Guardian Bank Limited,1,Head Office ,Open,2001-01-01
55,Guardian Bank Limited,5,Kisumu ,Open,2001-01-01
55,Guardian Bank Limited,6,Moi Ave ,Open,2001-01-01
55,Guardian Bank Limited,3,Mombasa ,Open,2001-01-01
55,Guardian Bank Limited,7,Mombasa Road ,Open,2001-01-01
55,Guardian Bank Limited,10,Nakuru,Open,2015-02-18
55,Guardian Bank Limited,9,Ngong Road,Open,2012-08-01
55,Guardian Bank Limited,8,Nyali,Open,2012-07-25
55,Guardian Bank Limited,2,Westlands ,Open,2001-01-01
57,I&M Bank Limited,1,2nd Ngong Avenue,Open,2001-01-01
57,I&M Bank Limited,39,Banda Street,Open,2017-04-01
57,I&M Bank Limited,42,Bandari Plaza,Open,2017-04-01
57,I&M Bank Limited,4,Biashara St ,Open,2001-01-01
57,I&M Bank Limited,98,Card Center ,Open,2001-01-01
57,I&M Bank Limited,21,Changamwe,Open,2013-07-11
57,I&M Bank Limited,34,Cross Road Off River Road,Open,2016-05-09
57,I&M Bank Limited,40,Dunga Road,Open,2017-04-01
57,I&M Bank Limited,38,Eldama Park,Open,2017-04-01
57,I&M Bank Limited,17,Eldoret ,Open,2001-01-01
57,I&M Bank Limited,32,Garden City Mall,Open,2015-08-05
57,I&M Bank Limited,31,Gateway Mall- Syokimau,Open,2015-07-06
57,I&M Bank Limited,25,Gigiri,Open,2014-06-15
57,I&M Bank Limited,3,Head Office,Open,2001-01-01
57,I&M Bank Limited,6,Industrial Area ,Open,2001-01-01
57,I&M Bank Limited,8,Karen ,Open,2001-01-01
57,I&M Bank Limited,0,Kenyatta Avenue,Open,2001-01-01
57,I&M Bank Limited,20,Kisii,Open,2012-11-26
57,I&M Bank Limited,7,Kisumu ,Open,2001-01-01
57,I&M Bank Limited,28,Kitale,Open,2014-09-10
57,I&M Bank Limited,15,Langata Link ,Open,2001-01-01
57,I&M Bank Limited,27,Lavington Mall,Open,2014-09-10
57,I&M Bank Limited,29,Lunga Lunga,Open,2014-10-24
57,I&M Bank Limited,22,Malindi,Open,2014-01-10
57,I&M Bank Limited,37,Meru,Open,2016-12-15
57,I&M Bank Limited,33,Milele Mall,Open,2015-11-10
57,I&M Bank Limited,5,Mombasa ,Open,2001-01-01
57,I&M Bank Limited,43,Mombasa- Moi Avenue,Open,2017-04-01
57,I&M Bank Limited,26,Mtwapa,Open,2014-06-30
57,I&M Bank Limited,18,NAKURU,Open,2001-01-01
57,I&M Bank Limited,35,Nanyuki,Open,2016-05-09
57,I&M Bank Limited,14,Nyali Cinemax ,Open,2001-01-01
57,I&M Bank Limited,23,Nyeri,Open,2014-01-10
57,I&M Bank Limited,12,Ongata Rongai ,Open,2001-01-01
57,I&M Bank Limited,9,Panari Centre ,Open,2001-01-01
57,I&M Bank Limited,10,Parklands ,Open,2001-01-01
57,I&M Bank Limited,41,Ridge Court,Open,2017-04-01
57,I&M Bank Limited,19,Riverside Drive Branch,Open,2011-11-10
57,I&M Bank Limited,2,Sarit Centre,Open,2001-01-01
57,I&M Bank Limited,13,South C Shopping Centre ,Open,2001-01-01
57,I&M Bank Limited,36,Spring Valley,Open,2016-12-15
57,I&M Bank Limited,24,Thika,Open,2014-05-01
57,I&M Bank Limited,16,Valley Arcade,Open,2001-01-01
57,I&M Bank Limited,11,Wilson Airport ,Open,2001-01-01
57,I&M Bank Limited,30,Yaya Centre,Open,2014-10-24
59,Development Bank of Kenya Limited,0,Head Office ,Open,2001-01-01
59,Development Bank of Kenya Limited,1,Loita Street ,Open,2001-01-01
60,SBM Bank Kenya Limited,7,Changamwe,Open,2013-03-19
60,SBM Bank Kenya Limited,1,City Centre ,Open,2001-01-01
60,SBM Bank Kenya Limited,4,Diani ,Open,2001-01-01
60,SBM Bank Kenya Limited,14,Eldoret,Open,2016-01-04
60,SBM Bank Kenya Limited,13,Garden City,Open,2015-06-02
60,SBM Bank Kenya Limited,0,Head Office ,Open,2001-01-01
60,SBM Bank Kenya Limited,12,Highridge,Open,2014-10-06
60,SBM Bank Kenya Limited,3,Industrial Area ,Open,2001-01-01
60,SBM Bank Kenya Limited,8,Kilimani,Open,2013-04-23
60,SBM Bank Kenya Limited,5,Malindi ,Open,2001-01-01
60,SBM Bank Kenya Limited,6,Mombasa ,Open,2001-01-01
60,SBM Bank Kenya Limited,9,New Muthaiga Branch,Open,2011-11-29
60,SBM Bank Kenya Limited,10,Nyali ,Open,2013-03-19
60,SBM Bank Kenya Limited,11,Sameer Park,Open,2014-08-11
60,SBM Bank Kenya Limited,2,Westlands ,Open,2001-01-01
61,Housing Finance Bank,230,Buru Buru,Open,2012-07-11
61,Housing Finance Bank,410,Eldoret,Open,2012-07-11
61,Housing Finance Bank,25,Embu,Open,2016-09-05
61,Housing Finance Bank,220,Gill House,Open,2012-07-11
61,Housing Finance Bank,100,Head Office,Open,2012-07-11
61,Housing Finance Bank,19,Hurlingham,Open,2016-06-10
61,Housing Finance Bank,210,Kenyatta Market,Open,2012-07-11
61,Housing Finance Bank,18,Kisii,Open,2015-09-29
61,Housing Finance Bank,600,Kisumu,Open,2012-07-11
61,Housing Finance Bank,16,Kitengela,Open,2015-01-09
61,Housing Finance Bank,23,Komarock,Open,2016-04-28
61,Housing Finance Bank,24,Machakos,Open,2016-05-26
61,Housing Finance Bank,520,Meru,Open,2013-01-30
61,Housing Finance Bank,300,Mombasa,Open,2012-07-11
61,Housing Finance Bank,17,Naivasha,Open,2015-01-09
61,Housing Finance Bank,400,Nakuru,Open,2012-07-11
61,Housing Finance Bank,22,Nanyuki,Open,2016-07-26
61,Housing Finance Bank,310,Nyali ,Open,2013-07-24
61,Housing Finance Bank,510,Nyeri,Open,2012-07-11
61,Housing Finance Bank,250,Ongata Rongai,Open,2016-07-11
61,Housing Finance Bank,200,Rehani House,Open,2012-07-11
61,Housing Finance Bank,20,Riveroad,Open,2016-07-04
61,Housing Finance Bank,270,Sameer Business Park,Open,2014-10-30
61,Housing Finance Bank,500,Thika,Open,2012-07-11
61,Housing Finance Bank,260,Thika Road Mall,Open,2014-10-30
61,Housing Finance Bank,280,Westlands,Open,2014-12-22
63,Diamond Trust Bank Limited,55,9 West,Open,2015-06-02
63,Diamond Trust Bank Limited,56,Biashara street- Nakuru,Open,2015-06-30
63,Diamond Trust Bank Limited,21,Bungoma ,Open,2001-01-01
63,Diamond Trust Bank Limited,24,Buru Buru ,Open,2001-01-01
63,Diamond Trust Bank Limited,48,Busia,Open,2013-10-03
63,Diamond Trust Bank Limited,16,Changamwe ,Open,2001-01-01
63,Diamond Trust Bank Limited,41,Courtyard Branch,Open,2012-12-04
63,Diamond Trust Bank Limited,36,crossroad,Open,2001-01-01
63,Diamond Trust Bank Limited,35,Diamond Plaza ,Open,2001-01-01
63,Diamond Trust Bank Limited,20,Diani ,Open,2001-01-01
63,Diamond Trust Bank Limited,52,DTB Centre,Open,2014-02-25
63,Diamond Trust Bank Limited,15,Eastleigh ,Open,2001-01-01
63,Diamond Trust Bank Limited,14,Eldoret ,Open,2001-01-01
63,Diamond Trust Bank Limited,68,Eldoret Kago Street,Open,2017-07-28
63,Diamond Trust Bank Limited,59,Embu,Open,2015-12-14
63,Diamond Trust Bank Limited,71,Enterprise Road,Open,2017-08-01
63,Diamond Trust Bank Limited,57,Garden City Mall,Open,2015-12-14
63,Diamond Trust Bank Limited,0,Head Office ,Open,2001-01-01
63,Diamond Trust Bank Limited,9,Ind Area ,Open,2001-01-01
63,Diamond Trust Bank Limited,73,Jamhuri Street Malindi,Open,2017-08-01
63,Diamond Trust Bank Limited,37,JKIA,Open,2011-11-25
63,Diamond Trust Bank Limited,26,Jomo Kenyatta Branch ,Open,2001-01-01
63,Diamond Trust Bank Limited,27,Kakamega ,Open,2001-01-01
63,Diamond Trust Bank Limited,31,Karen ,Open,2001-01-01
63,Diamond Trust Bank Limited,28,Kericho ,Open,2001-01-01
63,Diamond Trust Bank Limited,44,Kilifi Branch,Open,2012-12-04
63,Diamond Trust Bank Limited,10,Kisii ,Open,2001-01-01
63,Diamond Trust Bank Limited,3,Kisumu ,Open,2001-01-01
63,Diamond Trust Bank Limited,22,Kitale ,Open,2001-01-01
63,Diamond Trust Bank Limited,25,Kitengela ,Open,2001-01-01
63,Diamond Trust Bank Limited,69,Koinange Street,Open,2017-08-01
63,Diamond Trust Bank Limited,43,Lamu Branch,Open,2012-12-04
63,Diamond Trust Bank Limited,54,Lavington,Open,2014-07-25
63,Diamond Trust Bank Limited,60,Machakos,Open,2015-12-14
63,Diamond Trust Bank Limited,40,Madina Mall,Open,2012-05-14
63,Diamond Trust Bank Limited,11,Malindi ,Open,2001-01-01
63,Diamond Trust Bank Limited,45,Mariakani Branch,Open,2012-12-04
63,Diamond Trust Bank Limited,34,Meru ,Open,2001-01-01
63,Diamond Trust Bank Limited,39,Migori Branch,Open,2012-04-04
63,Diamond Trust Bank Limited,2,Mombasa ,Open,2001-01-01
63,Diamond Trust Bank Limited,8,Mombasa Rd ,Open,2001-01-01
63,Diamond Trust Bank Limited,42,Mtwapa Branch,Open,2012-12-04
63,Diamond Trust Bank Limited,70,Mwanzi Road,Open,2017-08-01
63,Diamond Trust Bank Limited,18,Nakuru ,Open,2001-01-01
63,Diamond Trust Bank Limited,61,Narok,Open,2016-06-17
63,Diamond Trust Bank Limited,1,Nation Centre ,Open,2001-01-01
63,Diamond Trust Bank Limited,62,Ngong Milele Mall,Open,2016-06-17
63,Diamond Trust Bank Limited,72,Nkuruma Road Mombasa,Open,2017-08-01
63,Diamond Trust Bank Limited,38,Nyali ,Open,2011-11-29
63,Diamond Trust Bank Limited,13,Otc ,Open,2001-01-01
63,Diamond Trust Bank Limited,5,Parklands ,Open,2001-01-01
63,Diamond Trust Bank Limited,23,Prestige ,Open,2001-01-01
63,Diamond Trust Bank Limited,66,Rivaan Center,Open,2017-03-21
63,Diamond Trust Bank Limited,65,Riverside,Open,2016-07-22
63,Diamond Trust Bank Limited,47,Ronald Ngala,Open,2013-12-31
63,Diamond Trust Bank Limited,33,Shimanzi ,Open,2001-01-01
63,Diamond Trust Bank Limited,53,South C,Open,2014-04-30
63,Diamond Trust Bank Limited,58,The Oval,Open,2015-12-14
63,Diamond Trust Bank Limited,12,Thika ,Open,2001-01-01
63,Diamond Trust Bank Limited,46,Thika Road Mall,Open,2013-07-17
63,Diamond Trust Bank Limited,17,T-mall ,Open,2001-01-01
63,Diamond Trust Bank Limited,50,Tom Mboya ,Open,2001-01-01
63,Diamond Trust Bank Limited,63,Two Rivers,Open,2016-06-17
63,Diamond Trust Bank Limited,29,Upper Hill ,Open,2001-01-01
63,Diamond Trust Bank Limited,19,Village Market ,Open,2001-01-01
63,Diamond Trust Bank Limited,32,Voi ,Open,2001-01-01
63,Diamond Trust Bank Limited,30,Wabera Street ,Open,2001-01-01
63,Diamond Trust Bank Limited,64,Watamu,Open,2016-07-22
63,Diamond Trust Bank Limited,49,West End Mall - Kisumu,Open,2014-06-07
63,Diamond Trust Bank Limited,6,Westgate ,Open,2001-01-01
65,Mayfair Bank Limited,0,Head Office,Open,2017-08-01
65,Mayfair Bank Limited,2,Mayfair Centre,Open,2017-08-01
65,Mayfair Bank Limited,3,Nyali,Open,2017-08-01
65,Mayfair Bank Limited,1,Westlands ,Open,2017-08-01
66,Sidian Bank Limited,28,Bungoma ,Open,2001-01-01
66,Sidian Bank Limited,6,Buruburu ,Open,2001-01-01
66,Sidian Bank Limited,32,Busia,Open,2012-05-29
66,Sidian Bank Limited,16,CHUKA,Open,2001-01-01
66,Sidian Bank Limited,8,Eldoret ,Open,2001-01-01
66,Sidian Bank Limited,21,Email,Open,2001-01-01
66,Sidian Bank Limited,7,Embu ,Open,2001-01-01
66,Sidian Bank Limited,0,Head Office ,Open,2001-01-01
66,Sidian Bank Limited,24,Isiolo ,Open,2001-01-01
66,Sidian Bank Limited,29,Kajiado ,Open,2001-01-01
66,Sidian Bank Limited,20,Kangemi,Open,2011-09-13
66,Sidian Bank Limited,35,Kengeleni ,Open,2001-01-01
66,Sidian Bank Limited,3,Kenyatta Ave Nbi ,Open,2001-01-01
66,Sidian Bank Limited,14,Kenyatta Market ,Open,2001-01-01
66,Sidian Bank Limited,10,Kericho ,Open,2001-01-01
66,Sidian Bank Limited,13,Kerugoya,Open,2011-09-15
66,Sidian Bank Limited,27,Kibwezi ,Open,2001-01-01
66,Sidian Bank Limited,36,Kilimani ,Open,2001-01-01
66,Sidian Bank Limited,15,Kisii ,Open,2001-01-01
66,Sidian Bank Limited,9,Kisumu ,Open,2001-01-01
66,Sidian Bank Limited,26,Kitale ,Open,2001-01-01
66,Sidian Bank Limited,17,Kitui ,Open,2001-01-01
66,Sidian Bank Limited,18,Machakos ,Open,2001-01-01
66,Sidian Bank Limited,1,Main Office ,Open,2001-01-01
66,Sidian Bank Limited,25,Meru ,Open,2001-01-01
66,Sidian Bank Limited,11,Mlolongo,Open,2013-05-17
66,Sidian Bank Limited,33,Moi Nbi ,Open,2001-01-01
66,Sidian Bank Limited,2,Mombasa ,Open,2001-01-01
66,Sidian Bank Limited,31,Mtwapa ,Open,2001-01-01
66,Sidian Bank Limited,34,Mwea ,Open,2001-01-01
66,Sidian Bank Limited,22,Naivasha ,Open,2001-01-01
66,Sidian Bank Limited,4,Nakuru ,Open,2001-01-01
66,Sidian Bank Limited,19,Nanyuki ,Open,2001-01-01
66,Sidian Bank Limited,30,Nkubu,Open,2011-09-15
66,Sidian Bank Limited,23,Nyahururu ,Open,2001-01-01
66,Sidian Bank Limited,5,Nyeri ,Open,2001-01-01
66,Sidian Bank Limited,52,River Road,Open,2017-02-24
66,Sidian Bank Limited,37,Rongai,Open,2013-12-12
66,Sidian Bank Limited,51,Sameer Park,Open,2017-02-24
66,Sidian Bank Limited,12,Thika ,Open,2001-01-01
66,Sidian Bank Limited,53,Two Rivers,Open,2017-02-24
68,Equity Bank Limited,166,Archers Post ,Open,2014-04-25
68,Equity Bank Limited,143,Awendo,Open,2012-07-12
68,Equity Bank Limited,122,Bomet ,Open,2001-01-01
68,Equity Bank Limited,75,Bondo ,Open,2001-01-01
68,Equity Bank Limited,48,Bungoma ,Open,2001-01-01
68,Equity Bank Limited,95,Buru Buru ,Open,2001-01-01
68,Equity Bank Limited,78,Busia ,Open,2001-01-01
68,Equity Bank Limited,120,Changamwe ,Open,2001-01-01
68,Equity Bank Limited,21,Chuka ,Open,2001-01-01
68,Equity Bank Limited,130,City Hall,Open,2001-01-01
68,Equity Bank Limited,17,Community ,Open,2001-01-01
68,Equity Bank Limited,18,Community Corporate ,Open,2001-01-01
68,Equity Bank Limited,136,Dadaad,Open,2012-03-14
68,Equity Bank Limited,169,Dagoretti Corner,Open,2015-03-20
68,Equity Bank Limited,82,Donholm ,Open,2001-01-01
68,Equity Bank Limited,84,Eastleigh ,Open,2001-01-01
68,Equity Bank Limited,131,Eldama Ravine,Open,2001-01-01
68,Equity Bank Limited,30,Eldoret ,Open,2001-01-01
68,Equity Bank Limited,109,Eldoret Market ,Open,2001-01-01
68,Equity Bank Limited,164,Eldoret Supreme Centre,Open,2014-04-25
68,Equity Bank Limited,132,Embakasi,Open,2012-01-03
68,Equity Bank Limited,177,Embassy House,Open,2016-04-04
68,Equity Bank Limited,19,Embu ,Open,2001-01-01
68,Equity Bank Limited,80,Enterprise Road ,Open,2001-01-01
68,Equity Bank Limited,149,EPZ Athi River,Open,2012-10-10
68,Equity Bank Limited,1,Equity Bank Corporate ,Open,2001-01-01
68,Equity Bank Limited,2,Equity Bank Fourways ,Open,2001-01-01
68,Equity Bank Limited,0,Equity Bank Head Office ,Open,2001-01-01
68,Equity Bank Limited,81,Equity Centre ,Open,2001-01-01
68,Equity Bank Limited,54,Equity Centre Diaspora,Open,2012-04-04
68,Equity Bank Limited,777,Equity Hapo Hapo,Open,2014-07-10
68,Equity Bank Limited,175,Garden City,Open,2016-02-15
68,Equity Bank Limited,58,Garissa ,Open,2001-01-01
68,Equity Bank Limited,66,Gatundu ,Open,2001-01-01
68,Equity Bank Limited,162,Gigiri Supreme Centre,Open,2014-04-25
68,Equity Bank Limited,43,Gikomba ,Open,2001-01-01
68,Equity Bank Limited,77,Gilgil ,Open,2001-01-01
68,Equity Bank Limited,93,Githunguri ,Open,2001-01-01
68,Equity Bank Limited,71,Githurai ,Open,2001-01-01
68,Equity Bank Limited,24,Harambee Avenu ,Open,2001-01-01
68,Equity Bank Limited,121,Hola ,Open,2001-01-01
68,Equity Bank Limited,98,Homa Bay ,Open,2001-01-01
68,Equity Bank Limited,56,Industrial Area Kenpipe Plaza ,Open,2001-01-01
68,Equity Bank Limited,41,Isiolo ,Open,2001-01-01
68,Equity Bank Limited,153,Iten,Open,2013-01-30
68,Equity Bank Limited,148,JKIA Cargo Centre,Open,2012-10-10
68,Equity Bank Limited,152,Juja,Open,2013-01-11
68,Equity Bank Limited,139,Kabarnet,Open,2012-04-04
68,Equity Bank Limited,42,Kagio ,Open,2001-01-01
68,Equity Bank Limited,86,Kajiado ,Open,2001-01-01
68,Equity Bank Limited,50,Kakamega ,Open,2001-01-01
68,Equity Bank Limited,165,Kakuma,Open,2014-04-25
68,Equity Bank Limited,7,Kangari ,Open,2001-01-01
68,Equity Bank Limited,3,Kangema ,Open,2001-01-01
68,Equity Bank Limited,137,Kangemi,Open,2012-03-14
68,Equity Bank Limited,107,Kapenguria ,Open,2001-01-01
68,Equity Bank Limited,49,Kapsabet ,Open,2001-01-01
68,Equity Bank Limited,157,Kapsowar Sub-Branch,Open,2013-07-11
68,Equity Bank Limited,4,Karatina ,Open,2001-01-01
68,Equity Bank Limited,125,KAREN,Open,2001-01-01
68,Equity Bank Limited,163,Karen Supreme Centre,Open,2014-04-25
68,Equity Bank Limited,32,Kariobangi ,Open,2001-01-01
68,Equity Bank Limited,118,Kasarani ,Open,2001-01-01
68,Equity Bank Limited,63,Kawangware ,Open,2001-01-01
68,Equity Bank Limited,65,Kayole ,Open,2001-01-01
68,Equity Bank Limited,114,Kengeleni ,Open,2001-01-01
68,Equity Bank Limited,89,Kenol ,Open,2001-01-01
68,Equity Bank Limited,129,KENYATTA AVENUE,Open,2001-01-01
68,Equity Bank Limited,160,Kenyatta Avenue Supreme,Open,2013-07-11
68,Equity Bank Limited,28,Kericho ,Open,2001-01-01
68,Equity Bank Limited,124,Keroka ,Open,2001-01-01
68,Equity Bank Limited,10,Kerugoya ,Open,2001-01-01
68,Equity Bank Limited,64,Kiambu ,Open,2001-01-01
68,Equity Bank Limited,117,Kibera ,Open,2001-01-01
68,Equity Bank Limited,173,Kibwezi Sub - Branch,Open,2015-09-09
68,Equity Bank Limited,57,Kikuyu ,Open,2001-01-01
68,Equity Bank Limited,123,Kilgoris ,Open,2001-01-01
68,Equity Bank Limited,106,Kilifi ,Open,2001-01-01
68,Equity Bank Limited,145,Kilimani,Open,2012-07-12
68,Equity Bank Limited,147,Kilimani Supreme,Open,2012-10-10
68,Equity Bank Limited,26,Kimathi Street ,Open,2001-01-01
68,Equity Bank Limited,111,Kimende ,Open,2001-01-01
68,Equity Bank Limited,5,Kiriaini ,Open,2001-01-01
68,Equity Bank Limited,168,Kiserian Sub Branch,Open,2015-01-22
68,Equity Bank Limited,51,Kisii ,Open,2001-01-01
68,Equity Bank Limited,29,Kisumu ,Open,2001-01-01
68,Equity Bank Limited,126,KISUMU ANGAWA AVE,Open,2001-01-01
68,Equity Bank Limited,170,Kisumu Supreme Centre,Open,2015-03-23
68,Equity Bank Limited,33,Kitale ,Open,2001-01-01
68,Equity Bank Limited,70,Kitengela ,Open,2001-01-01
68,Equity Bank Limited,72,Kitui ,Open,2001-01-01
68,Equity Bank Limited,35,Knut House ,Open,2001-01-01
68,Equity Bank Limited,161,KPA Sub-Branch Mombasa,Open,2014-02-21
68,Equity Bank Limited,133,KPCU,Open,2012-01-03
68,Equity Bank Limited,113,Ku Sub Branch ,Open,2001-01-01
68,Equity Bank Limited,172,Kutus Sub - Branch,Open,2015-09-09
68,Equity Bank Limited,158,Kwale,Open,2013-07-11
68,Equity Bank Limited,159,Lamu,Open,2013-07-11
68,Equity Bank Limited,141,Lavington Corporate,Open,2012-04-04
68,Equity Bank Limited,69,Limuru ,Open,2001-01-01
68,Equity Bank Limited,53,Litein ,Open,2001-01-01
68,Equity Bank Limited,99,Lodwar ,Open,2001-01-01
68,Equity Bank Limited,74,Loitoktok ,Open,2001-01-01
68,Equity Bank Limited,112,Luanda ,Open,2001-01-01
68,Equity Bank Limited,60,Machakos ,Open,2001-01-01
68,Equity Bank Limited,105,Malaba Town ,Open,2001-01-01
68,Equity Bank Limited,45,Malindi ,Open,2001-01-01
68,Equity Bank Limited,15,Mama Ngina ,Open,2001-01-01
68,Equity Bank Limited,100,Mandera ,Open,2001-01-01
68,Equity Bank Limited,110,Maralal ,Open,2001-01-01
68,Equity Bank Limited,101,Marsabit ,Open,2001-01-01
68,Equity Bank Limited,39,Matuu ,Open,2001-01-01
68,Equity Bank Limited,40,Maua ,Open,2001-01-01
68,Equity Bank Limited,151,Mayfair Supreme Centre,Open,2012-11-29
68,Equity Bank Limited,96,Mbale ,Open,2001-01-01
68,Equity Bank Limited,76,Mbita ,Open,2001-01-01
68,Equity Bank Limited,14,Meru ,Open,2001-01-01
68,Equity Bank Limited,104,Meru Makutano ,Open,2001-01-01
68,Equity Bank Limited,116,Migori ,Open,2001-01-01
68,Equity Bank Limited,176,Mlolongo,Open,2016-04-04
68,Equity Bank Limited,47,Moi Avenue ,Open,2001-01-01
68,Equity Bank Limited,23,Molo ,Open,2001-01-01
68,Equity Bank Limited,25,Mombasa ,Open,2001-01-01
68,Equity Bank Limited,46,Mombasa Digo Road ,Open,2001-01-01
68,Equity Bank Limited,108,Mombasa Road ,Open,2001-01-01
68,Equity Bank Limited,156,Mombasa Supreme Centre,Open,2013-01-30
68,Equity Bank Limited,102,Moyale ,Open,2001-01-01
68,Equity Bank Limited,127,MPEKETONI,Open,2001-01-01
68,Equity Bank Limited,119,Mtwapa ,Open,2001-01-01
68,Equity Bank Limited,83,Mukurwe-ini ,Open,2001-01-01
68,Equity Bank Limited,68,Mumias ,Open,2001-01-01
68,Equity Bank Limited,22,Muranga ,Open,2001-01-01
68,Equity Bank Limited,6,Murarandia ,Open,2001-01-01
68,Equity Bank Limited,167,Mutomo,Open,2015-01-22
68,Equity Bank Limited,38,Mwea ,Open,2001-01-01
68,Equity Bank Limited,59,Mwingi ,Open,2001-01-01
