Bank Code,Bank,Branch Code,Branch Name,Status,Effective Date
68,Equity Bank Limited,128,NAIROBI WEST,Open,2001-01-01
68,Equity Bank Limited,20,Naivasha ,Open,2001-01-01
68,Equity Bank Limited,13,Nakuru ,Open,2001-01-01
68,Equity Bank Limited,31,Nakuru Kenyatta Avenue ,Open,2001-01-01
68,Equity Bank Limited,146,Nakuru Westside Mall,Open,2014-07-04
68,Equity Bank Limited,85,Namanga ,Open,2001-01-01
68,Equity Bank Limited,92,Nandi Hills ,Open,2001-01-01
68,Equity Bank Limited,27,Nanyuki ,Open,2001-01-01
68,Equity Bank Limited,36,Narok ,Open,2001-01-01
68,Equity Bank Limited,91,Ngara ,Open,2001-01-01
68,Equity Bank Limited,73,Ngong ,Open,2001-01-01
68,Equity Bank Limited,37,Nkubu ,Open,2001-01-01
68,Equity Bank Limited,16,Nyahururu ,Open,2001-01-01
68,Equity Bank Limited,138,Nyali Centre Corporate,Open,2012-04-04
68,Equity Bank Limited,154,Nyali Supreme Centre,Open,2013-01-30
68,Equity Bank Limited,52,Nyamira ,Open,2001-01-01
68,Equity Bank Limited,11,Nyeri ,Open,2001-01-01
68,Equity Bank Limited,115,Nyeri Kimathi Way ,Open,2001-01-01
68,Equity Bank Limited,62,Ol-kalao ,Open,2001-01-01
68,Equity Bank Limited,61,Ongata Rongai ,Open,2001-01-01
68,Equity Bank Limited,88,Otc ,Open,2001-01-01
68,Equity Bank Limited,8,Othaya ,Open,2001-01-01
68,Equity Bank Limited,150,Oyugis,Open,2012-10-10
68,Equity Bank Limited,134,Ridgeways,Open,2012-01-03
68,Equity Bank Limited,144,Ruai,Open,2012-05-30
68,Equity Bank Limited,174,Ruaka,Open,2015-12-02
68,Equity Bank Limited,87,Ruiru ,Open,2001-01-01
68,Equity Bank Limited,135,Runyenjes Sub Branch,Open,2012-03-14
68,Equity Bank Limited,97,Siaya ,Open,2001-01-01
68,Equity Bank Limited,142,Taita Taveta,Open,2012-10-10
68,Equity Bank Limited,90,Tala ,Open,2001-01-01
68,Equity Bank Limited,94,Tea Room ,Open,2001-01-01
68,Equity Bank Limited,9,Thika / Equity Plaza ,Open,2001-01-01
68,Equity Bank Limited,34,Thika Kenyatta Avenue ,Open,2001-01-01
68,Equity Bank Limited,171,Thika Makongeni,Open,2015-03-30
68,Equity Bank Limited,155,Thika Supreme Centre,Open,2013-01-23
68,Equity Bank Limited,12,Tom Mboya ,Open,2001-01-01
68,Equity Bank Limited,44,Ukunda ,Open,2001-01-01
68,Equity Bank Limited,79,Voi ,Open,2001-01-01
68,Equity Bank Limited,103,Wajir ,Open,2001-01-01
68,Equity Bank Limited,178,Wangige Sub Branch,Open,2016-08-24
68,Equity Bank Limited,55,Westlands ,Open,2001-01-01
68,Equity Bank Limited,140,Westlands Corporate,Open,2012-04-04
68,Equity Bank Limited,67,Wote ,Open,2001-01-01
70,Family Bank Ltd,89,Bamburi,Open,2015-05-11
70,Family Bank Ltd,51,Banana ,Open,2001-01-01
70,Family Bank Ltd,84,Bomet,Open,2014-06-16
70,Family Bank Ltd,77,Bungoma ,Open,2001-01-01
70,Family Bank Ltd,79,Busia ,Open,2001-01-01
70,Family Bank Ltd,14,Cargen House ,Open,2001-01-01
70,Family Bank Ltd,54,Chuka,Open,2015-06-08
70,Family Bank Ltd,16,City Hall Annex,Open,2014-07-28
70,Family Bank Ltd,21,Dagoretti,Open,2001-01-01
70,Family Bank Ltd,92,Digo,Open,2012-11-26
70,Family Bank Ltd,33,Donholm ,Open,2001-01-01
70,Family Bank Ltd,85,Eldoret ,Open,2001-01-01
70,Family Bank Ltd,82,Eldoret West,Open,2012-10-15
70,Family Bank Ltd,75,Embu ,Open,2001-01-01
70,Family Bank Ltd,68,Fourways Corporate Branch ,Open,2001-01-01
70,Family Bank Ltd,35,Fourways Retail Branch,Open,2001-01-01
70,Family Bank Ltd,39,Gateway Mall Nairobi,Open,2015-08-10
70,Family Bank Ltd,4,Gatundu ,Open,2001-01-01
70,Family Bank Ltd,42,Gikomba Area 42,Open,2011-10-29
70,Family Bank Ltd,2,Githunguri ,Open,2001-01-01
70,Family Bank Ltd,45,Githurai ,Open,2001-01-01
70,Family Bank Ltd,0,Head Office ,Open,2001-01-01
70,Family Bank Ltd,31,Industrial Area ,Open,2001-01-01
70,Family Bank Ltd,10,JKIA,Open,2016-06-06
70,Family Bank Ltd,49,Kagwe,Open,2001-01-01
70,Family Bank Ltd,44,Kahawa West,Open,2015-12-07
70,Family Bank Ltd,67,Kajiado,Open,2014-04-07
70,Family Bank Ltd,78,Kakamega ,Open,2001-01-01
70,Family Bank Ltd,7,Kangari ,Open,2001-01-01
70,Family Bank Ltd,9,Kangema ,Open,2001-01-01
70,Family Bank Ltd,30,Kangemi,Open,2016-03-21
70,Family Bank Ltd,97,Kapsabet ,Open,2001-01-01
70,Family Bank Ltd,56,Karatina,Open,2012-05-14
70,Family Bank Ltd,41,Kariobangi ,Open,2001-01-01
70,Family Bank Ltd,17,Kasarani,Open,2014-02-18
70,Family Bank Ltd,61,Kayole ,Open,2001-01-01
70,Family Bank Ltd,12,Kenyatta Avenue ,Open,2001-01-01
70,Family Bank Ltd,22,Kericho,Open,2011-09-08
70,Family Bank Ltd,57,Kerugoya ,Open,2001-01-01
70,Family Bank Ltd,1,Kiambu ,Open,2001-01-01
70,Family Bank Ltd,102,Kikuyu,Open,2012-04-04
70,Family Bank Ltd,8,Kiria-ini ,Open,2001-01-01
70,Family Bank Ltd,27,Kisii ,Open,2001-01-01
70,Family Bank Ltd,28,Kisumu Al Imran,Open,2011-09-08
70,Family Bank Ltd,25,Kisumu Reliance,Open,2001-01-01
70,Family Bank Ltd,93,Kitale ,Open,2001-01-01
70,Family Bank Ltd,71,Kitengela ,Open,2001-01-01
70,Family Bank Ltd,72,Kitui,Open,2001-01-01
70,Family Bank Ltd,38,Ktda Plaza ,Open,2001-01-01
70,Family Bank Ltd,65,Ktda Plaza Corporate ,Open,2001-01-01
70,Family Bank Ltd,20,Kutus,Open,2016-06-06
70,Family Bank Ltd,15,Laptrust,Open,2014-02-18
70,Family Bank Ltd,87,Leitin,Open,2014-12-01
70,Family Bank Ltd,47,Limuru ,Open,2001-01-01
70,Family Bank Ltd,73,Mackakos ,Open,2001-01-01
70,Family Bank Ltd,98,Malindi,Open,2014-09-01
70,Family Bank Ltd,86,Maua,Open,2015-11-23
70,Family Bank Ltd,63,Meru ,Open,2001-01-01
70,Family Bank Ltd,74,Migori,Open,2015-02-01
70,Family Bank Ltd,36,Mlolongo,Open,2015-12-07
70,Family Bank Ltd,83,Molo ,Open,2001-01-01
70,Family Bank Ltd,96,Mombasa Jomo Kenyatta Avenue,Open,2001-01-01
70,Family Bank Ltd,95,Mombasa Nkrumah Road,Open,2001-01-01
70,Family Bank Ltd,94,Mtwapa,Open,2012-08-01
70,Family Bank Ltd,81,Mumias,Open,2012-07-31
70,Family Bank Ltd,6,Muranga ,Open,2001-01-01
70,Family Bank Ltd,76,Mwea,Open,2014-11-24
70,Family Bank Ltd,53,Naivasha ,Open,2001-01-01
70,Family Bank Ltd,18,Nakuru Finance House ,Open,2001-01-01
70,Family Bank Ltd,19,Nakuru Market,Open,2001-01-01
70,Family Bank Ltd,64,Nanyuki,Open,2013-04-04
70,Family Bank Ltd,29,Narok,Open,2012-12-04
70,Family Bank Ltd,69,Ngara,Open,2001-01-01
70,Family Bank Ltd,62,Nkubu ,Open,2001-01-01
70,Family Bank Ltd,23,Nyahururu,Open,2001-01-01
70,Family Bank Ltd,26,Nyamira ,Open,2001-01-01
70,Family Bank Ltd,55,Nyeri ,Open,2001-01-01
70,Family Bank Ltd,37,Olkalou,Open,2013-10-11
70,Family Bank Ltd,66,Ongata Rongai ,Open,2013-01-15
70,Family Bank Ltd,11,Othaya ,Open,2001-01-01
70,Family Bank Ltd,59,River Road ,Open,2001-01-01
70,Family Bank Ltd,52,Ruaka,Open,2015-08-24
70,Family Bank Ltd,24,Ruiru ,Open,2001-01-01
70,Family Bank Ltd,43,Sokoni ,Open,2001-01-01
70,Family Bank Ltd,3,Sonalux ,Open,2001-01-01
70,Family Bank Ltd,5,Thika ,Open,2001-01-01
70,Family Bank Ltd,32,Thika Makongeni,Open,2015-05-11
70,Family Bank Ltd,58,Tom Mboya ,Open,2001-01-01
70,Family Bank Ltd,91,Ukunda,Open,2014-09-01
70,Family Bank Ltd,34,Utawala,Open,2015-02-01
70,Family Bank Ltd,48,Westlands,Open,2001-01-01
70,Family Bank Ltd,88,Wote,Open,2015-11-23
70,Family Bank Ltd,46,Yaya ,Open,2001-01-01
72,Gulf African Bank Ltd,18,Annisaa Bondeni,Open,2015-10-12
72,Gulf African Bank Ltd,16,Bombululu,Open,2013-05-13
72,Gulf African Bank Ltd,10,Bondeni ,Open,2001-01-01
72,Gulf African Bank Ltd,1,Central Clearing Centre ,Open,2001-01-01
72,Gulf African Bank Ltd,3,Eastleigh ,Open,2001-01-01
72,Gulf African Bank Ltd,11,Eastleigh 7th Street,Open,2012-03-13
72,Gulf African Bank Ltd,12,Eastleigh Athumani Kipanga Street,Open,2012-03-13
72,Gulf African Bank Ltd,19,Eldoret,Open,2016-08-15
72,Gulf African Bank Ltd,6,Garissa ,Open,2001-01-01
72,Gulf African Bank Ltd,0,Head Office ,Open,2001-01-01
72,Gulf African Bank Ltd,14,Industrial Area,Open,2012-03-13
72,Gulf African Bank Ltd,15,Jomo Kenyatta Avenue,Open,2012-03-13
72,Gulf African Bank Ltd,4,Kenyatta Avenue ,Open,2001-01-01
72,Gulf African Bank Ltd,7,Lamu ,Open,2001-01-01
72,Gulf African Bank Ltd,8,Malindi ,Open,2001-01-01
72,Gulf African Bank Ltd,5,Mombasa ,Open,2001-01-01
72,Gulf African Bank Ltd,17,Mombasa Road,Open,2014-07-02
72,Gulf African Bank Ltd,9,Muthaiga ,Open,2001-01-01
72,Gulf African Bank Ltd,20,Nakuru,Open,2016-09-12
72,Gulf African Bank Ltd,2,Upperhill ,Open,2001-01-01
72,Gulf African Bank Ltd,13,Westlands,Open,2012-03-13
74,First Community Bank,20,Bondeni,Open,2015-12-21
74,First Community Bank,2,Eastleigh 1 ,Open,2001-01-01
74,First Community Bank,5,Eastleigh 2 - General Waruing ,Open,2001-01-01
74,First Community Bank,4,Garissa ,Open,2001-01-01
74,First Community Bank,13,Habasweni ,Open,2001-01-01
74,First Community Bank,999,Head Office/clearing Center ,Open,2001-01-01
74,First Community Bank,17,Imaara Building ,Open,2001-01-01
74,First Community Bank,11,Industrial Area ,Open,2001-01-01
74,First Community Bank,19,Isiolo,Open,2015-11-30
74,First Community Bank,8,Kimathi Street ,Open,2001-01-01
74,First Community Bank,7,Kisumu ,Open,2001-01-01
74,First Community Bank,18,Lunga Lunga,Open,2014-10-01
74,First Community Bank,6,Malindi ,Open,2001-01-01
74,First Community Bank,12,Masalani ,Open,2001-01-01
74,First Community Bank,3,Mombasa 1 ,Open,2001-01-01
74,First Community Bank,15,Moyale ,Open,2001-01-01
74,First Community Bank,16,Nakuru ,Open,2001-01-01
74,First Community Bank,10,South C ,Open,2001-01-01
74,First Community Bank,1,Wabera Street ,Open,2001-01-01
74,First Community Bank,14,Wajir ,Open,2001-01-01
74,First Community Bank,9,Westlands ,Open,2001-01-01
75,DIB BANK LIMITED,2,Goodman Tower Branch,Open,2017-06-12
75,DIB BANK LIMITED,3,Kilindini Branch,Open,2017-06-12
75,DIB BANK LIMITED,1,Upper Hill Branch,Open,2017-06-12
76,UBA Kenya Bank Ltd,2,Enterprise Road ,Open,2001-01-01
76,UBA Kenya Bank Ltd,99,Head Office ,Open,2001-01-01
76,UBA Kenya Bank Ltd,3,Upper Hill ,Open,2001-01-01
76,UBA Kenya Bank Ltd,1,Westlands ,Open,2001-01-01
78,KENYA WOMEN MICROFINANCE BANK LTD,29,Bomet Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,28,Bungoma Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,24,Busia Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,20,Diani Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,2,Eldoret Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,16,Emali Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,9,Embu Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,32,Gikomba Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,0,Head Office,Open,2016-08-30
78,KENYA WOMEN MICROFINANCE BANK LTD,1,Kakamega Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,27,Kariobangi Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,31,Kawangware Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,7,Kericho Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,33,Kiambu Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,10,Kisii Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,18,Kisumu Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,14,Kitale Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,23,Kitui,Open,2016-09-15
78,KENYA WOMEN MICROFINANCE BANK LTD,43,Lodwar Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,8,Machakos Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,6,Malindi Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,41,Marsabit Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,19,Meru Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,12,Migori Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,4,Mombasa Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,22,Naivasha Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,15,Nakuru Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,11,Nanyuki Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,3,Nyeri Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,5,River Rd Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,34,Rongai Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,13,Thika Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,21,Upperhill Branch,Open,2016-07-04
78,KENYA WOMEN MICROFINANCE BANK LTD,17,Voi Branch,Open,2016-07-04
79,Faulu Microfinance Bank Ltd,16,Bungoma,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,15,Eldoret,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,23,Embu,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,4,Githurai,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,31,Kabarnet,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,32,Karatina,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,3,Kariobangi,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,46,Kawangware,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,47,Kayole,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,43,Kengeleni,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,7,Kiambu,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,80,Kibera,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,62,Kilifi,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,79,Kimathi St,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,52,Kiserian,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,19,Kisumu,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,17,Kitale,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,27,Kitengela,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,42,Litein,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,5,Machakos,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,50,Makutano,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,25,Malindi,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,48,Matuu,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,39,Maua,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,22,Meru,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,55,Migori,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,84,Moi Avenue MSA,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,18,Mois Bridge,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,10,Molo,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,24,Mombasa Central,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,51,Mumias,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,35,Muranga,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,49,Mwea,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,13,Naivasha,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,8,Nakuru,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,36,Nanyuki,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,29,Narok,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,6,Ngong Road,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,9,Nyahururu,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,20,Nyeri,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,2,OTC,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,53,Rongai,Open,2016-03-31
79,Faulu Microfinance Bank Ltd,21,Thika,Open,2016-03-31
